text,closed,all,min,max,date,dow,tweet_id,timestamp
"FRIDAY, SEPTEMBER 20, 2013, jurors with summonses numbered 8000 through and including 8300 are to report for jury service.",0,0.0,8000,8300,2013-09-20T00:00:00Z,Friday,380821120091713536,2013-09-19 22:30:05 +0000
"THURSDAY, SEPTEMBER 19, 2013, jurors with summonses numbered 6000 through and including 6600 are to report for jury service.",0,0.0,6000,6600,2013-09-19T00:00:00Z,Thursday,380458732851060736,2013-09-18 22:30:05 +0000
"WEDNESDAY, SEPTEMBER 18, 2013, jurors with summonses numbered 4000 through and including 4900 are to report for jury service.",0,0.0,4000,4900,2013-09-18T00:00:00Z,Wednesday,380096342494019584,2013-09-17 22:30:04 +0000
"TUESDAY, SEPTEMBER 17, 2013, jurors with summonses numbered 2000 through and including 2500 are to report for jury service.",0,0.0,2000,2500,2013-09-17T00:00:00Z,Tuesday,379733955802849280,2013-09-16 22:30:04 +0000
"MONDAY, SEPTEMBER 16, 2013, jurors with summonses numbered 1 through and including 400 are to report for jury service.",0,0.0,1,400,2013-09-16T00:00:00Z,Monday,379371565642940416,2013-09-15 22:30:04 +0000
"FRIDAY SEPTEMBER 13, 2013, jurors with summonses numbered 8000 through and including 8300 are to report for jury service.",0,0.0,8000,8300,2013-09-13T00:00:00Z,Friday,378284403031801857,2013-09-12 22:30:04 +0000
"THURSDAY SEPTEMBER 12, 2013, jurors with summonses numbered 6000 through and including 6300 are to report for jury service.",0,0.0,6000,6300,2013-09-12T00:00:00Z,Thursday,377922012318269440,2013-09-11 22:30:03 +0000
"WEDNESDAY SEPTEMBER 11, 2013, jurors with summonses numbered 4000 through and including 4500 are to report for jury service.",0,0.0,4000,4500,2013-09-11T00:00:00Z,Wednesday,377559628844122112,2013-09-10 22:30:04 +0000
"TUESDAY SEPTEMBER 10, 2013, jurors with summonses numbered 2000 through and including 2300 are to report for jury service.",0,0.0,2000,2300,2013-09-10T00:00:00Z,Tuesday,377197240877862914,2013-09-09 22:30:04 +0000
"MONDAY SEPTEMBER 9, 2013, jurors with summonses numbered 1 through and including 300 are to report for jury service.",0,0.0,1,300,2013-09-09T00:00:00Z,Monday,376834849728118784,2013-09-08 22:30:04 +0000
"FRIDAY SEPTEMBER 6, 2013, jurors with summonses numbered 8000 through and including 8300 are to report for jury service.",0,0.0,8000,8300,2013-09-06T00:00:00Z,Friday,375747692414398464,2013-09-05 22:30:05 +0000
"THURSDAY SEPTEMBER 5, 2013, jurors with summonses numbered 6000 through and including 7000 are to report for jury service.",0,0.0,6000,7000,2013-09-05T00:00:00Z,Thursday,375385298970370048,2013-09-04 22:30:04 +0000
"WEDNESDAY SEPTEMBER 4, 2013, jurors with summonses numbered 4000 through and including 4700 are to report for jury service.",0,0.0,4000,4700,2013-09-04T00:00:00Z,Wednesday,375022911163490305,2013-09-03 22:30:04 +0000
"TUESDAY SEPTEMBER 3, 2013, jurors with summonses numbered 2000 through and including 2400 are to report for jury service.",0,0.0,2000,2400,2013-09-03T00:00:00Z,Tuesday,374660526665916417,2013-09-02 22:30:05 +0000
"TUESDAY SEPTEMBER 3, 2013, jurors with summonses numbered 2000 through and including 2400 are to report for jury service.",0,0.0,2000,2400,2013-09-03T00:00:00Z,Tuesday,374298136690556928,2013-09-01 22:30:04 +0000
"FRIDAY, AUGUST 30, 2013 THERE ARE NO JURORS NEEDED.",0,0.0,0,0,2013-08-30T00:00:00Z,Friday,373210975539056640,2013-08-29 22:30:05 +0000
"THURSDAY, AUGUST 29, 2013 jurors with reporting numbers 6000 through and including 6500 are to report for jury service.",0,0.0,6000.0,6500.0,2013-08-29T00:00:00Z,Thursday,372848586863947776,2013-08-28 22:30:04 +0000
"WEDNESDAY, AUGUST 28, 2013 jurors with reporting numbers 4000 through and including 4300 are to report for jury service.",0,0.0,4000.0,4300.0,2013-08-28T00:00:00Z,Wednesday,372486199833022464,2013-08-27 22:30:05 +0000
"TUESDAY, AUGUST 27, 2013 jurors with reporting numbers 2000 through and including 2800 are to report for jury service.",0,0.0,2000.0,2800.0,2013-08-27T00:00:00Z,Tuesday,372123812269412352,2013-08-26 22:30:05 +0000
"MONDAY, AUGUST 26, 2013 jurors with reporting numbers 1 through and including 300 are to report for jury service.",0,0.0,1.0,300.0,2013-08-26T00:00:00Z,Monday,371761420926713856,2013-08-25 22:30:04 +0000
"FRIDAY, AUGUST 23, 2013 jurors with reporting numbers 8000 through and including 8300 are to report for jury service.",0,0.0,8000.0,8300.0,2013-08-23T00:00:00Z,Friday,370674259334795264,2013-08-22 22:30:04 +0000
