text,closed,all,min,max,date,dow,tweet_id,timestamp
"jurors with summonses numbered 8000 - 8600 for FRIDAY AUGUST 24, 2012 are to report for jury service no later than 8am.",0,0.0,8000.0,8600.0,2012-08-24T00:00:00Z,Friday,238765069264101376,2012-08-23 22:30:03 +0000
"jurors with summonses numbered 6000 - 6600 for THURSDAY AUGUST 23, 2012 are to report for jury service no later than 8am.",0,0.0,6000.0,6600.0,2012-08-23T00:00:00Z,Thursday,238402682350600192,2012-08-22 22:30:03 +0000
"jurors with summonses numbered 4000 - 5200 for WEDNESDAY AUGUST 22, 2012 are to report for jury service no later than 8am.",0,0.0,4000.0,5200.0,2012-08-22T00:00:00Z,Wednesday,238040294635999232,2012-08-21 22:30:03 +0000
"jurors with summonses numbered 2000 - 2700 for TUESDAY AUGUST 21, 2012 are to report for jury service no later than 8am.",0,0.0,2000.0,2700.0,2012-08-21T00:00:00Z,Tuesday,237677905105256448,2012-08-20 22:30:03 +0000
"jurors with summonses numbered 1 - 600 for MONDAY AUGUST 20, 2012 are to report for jury service no later than 8am.",0,0.0,1.0,600.0,2012-08-20T00:00:00Z,Monday,237315517407449088,2012-08-19 22:30:03 +0000
"jurors with summonses numbered 8000 - 8600 for FRIDAY AUGUST 17, 2012 are to report for jury service no later than 8am.",0,0.0,8000.0,8600.0,2012-08-17T00:00:00Z,Friday,236228358395006976,2012-08-16 22:30:04 +0000
"jurors with summonses numbered 6000 - 6600 for THURSDAY, AUGUST 16, 2012 are to report for jury service no later than 8am.",0,0.0,6000.0,6600.0,2012-08-16T00:00:00Z,Thursday,235865965366218752,2012-08-15 22:30:02 +0000
"jurors with summonses numbered 4000 - 4600 for WEDNESDAY, AUGUST 15, 2012 are to report for jury service no later than 8am.",0,0.0,4000.0,4600.0,2012-08-15T00:00:00Z,Wednesday,235503578364645376,2012-08-14 22:30:03 +0000
"jurors with summonses numbered 2000 - 2600 for TUESDAY, AUGUST 14, 2012 are to report for jury service no later than 8am.",0,0.0,2000.0,2600.0,2012-08-14T00:00:00Z,Tuesday,235141188510957568,2012-08-13 22:30:02 +0000
"jurors with summonses numbered 1 - 600 for MONDAY, AUGUST 13, 2012 are to report for jury service no later than 8am.",0,0.0,1.0,600.0,2012-08-13T00:00:00Z,Monday,234778805456232448,2012-08-12 22:30:03 +0000
"jurors with summonses numbered 8000 - 8600 for FRIDAY, AUGUST 10, 2012 are to report for jury service no later than 8am.",0,0.0,8000.0,8600.0,2012-08-10T00:00:00Z,Friday,233691638277492738,2012-08-09 22:30:03 +0000
"jurors with summonses numbered 6000 - 6600 for THURSDAY, AUGUST 9, 2012 are to report for jury service no later than 8am.",0,0.0,6000.0,6600.0,2012-08-09T00:00:00Z,Thursday,233329252936847360,2012-08-08 22:30:03 +0000
"jurors with summonses numbered 4000 - 5000 for WEDNESDAY, AUGUST 8, 2012 are to report for jury service no later than 8am.",0,0.0,4000.0,5000.0,2012-08-08T00:00:00Z,Wednesday,232966865591361536,2012-08-07 22:30:03 +0000
"jurors with summonses numbered 2000 - 2800 for TUESDAY, AUGUST 7, 2012 are to report for jury service no later than 8am.",0,0.0,2000.0,2800.0,2012-08-07T00:00:00Z,Tuesday,232604478321344515,2012-08-06 22:30:03 +0000
"jurors with summonses numbered 1 - 800 are to report for jury service on MONDAY, AUGUST 6, 2012 no later than 8am.",0,0.0,1.0,800.0,2012-08-06T00:00:00Z,Monday,232242088920629249,2012-08-05 22:30:03 +0000
"there are NO JURORS needed for jury service on FRIDAY AUGUST 3, 2012.",0,0.0,0,0,2012-08-03T00:00:00Z,Friday,231154928087867392,2012-08-02 22:30:04 +0000
"jurors with summonses for THURSDAY AUGUST 2, 2012 numbered 6000 - 6600 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,6600.0,2012-08-02T00:00:00Z,Thursday,230792535411412993,2012-08-01 22:30:03 +0000
"jurors with summonses for WEDNESDAY AUGUST 1, 2012 numbered 4000 - 4900 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,4900.0,2012-08-01T00:00:00Z,Wednesday,230430150196600833,2012-07-31 22:30:03 +0000
"jurors with summonses for TUESDAY JULY 31, 2012 numbered 2000 - 3000 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,3000.0,2012-07-31T00:00:00Z,Tuesday,230067758774231040,2012-07-30 22:30:02 +0000
"jurors with summonses for MONDAY JULY 30, 2012 numbered 1 - 1200 are to report for jury service no later than 8:00 am.",0,0.0,1.0,1200.0,2012-07-30T00:00:00Z,Monday,229705374083719168,2012-07-29 22:30:03 +0000
"jurors with summonses for FRIDAY JULY 27, 2012 numbered 8000 - 8600 are to report for jury service no later than 8:00 am.",0,0.0,8000.0,8600.0,2012-07-27T00:00:00Z,Friday,228618213322280962,2012-07-26 22:30:04 +0000
"jurors with a summons for THURSDAY JULY 26, 2012 numbered 6000 - 6800 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,6800.0,2012-07-26T00:00:00Z,Thursday,228255824265494528,2012-07-25 22:30:03 +0000
"jurors with a summons for WEDNESDAY JULY 25, 2012 numbered 4000 - 5000 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,5000.0,2012-07-25T00:00:00Z,Wednesday,227893433547759616,2012-07-24 22:30:03 +0000
"jurors with a summons for TUESDAY JULY 24, 2012 numbered 2000 - 2800 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,2800.0,2012-07-24T00:00:00Z,Tuesday,227531043639533568,2012-07-23 22:30:02 +0000
"jurors with summonses for MONDAY JULY 23, 2012 numbered 1 - 800 are to report for jury service no later than 8:00 am.",0,0.0,1.0,800.0,2012-07-23T00:00:00Z,Monday,227168657929797632,2012-07-22 22:30:03 +0000
"jurors with summonses for FRIDAY JULY 20, 2012 numbered 8000 - 8600 are to report for jury service no later than 8:00 am.",0,0.0,8000.0,8600.0,2012-07-20T00:00:00Z,Friday,226081496711192578,2012-07-19 22:30:03 +0000
"jurors with summonses for WEDNESDAY JULY 18, 2012 numbered 4000 - 4800 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,4800.0,2012-07-18T00:00:00Z,Wednesday,225719105813094402,2012-07-18 22:30:03 +0000
"jurors with summonses for WEDNESDAY JULY 18, 2012 numbered 4000 - 4800 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,4800.0,2012-07-18T00:00:00Z,Wednesday,225356716303331329,2012-07-17 22:30:02 +0000
"jurors with summonses for TUESDAY JULY 17, 2012 numbered 2000 - 2800 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,2800.0,2012-07-17T00:00:00Z,Tuesday,224994330945929217,2012-07-16 22:30:03 +0000
"jurors with summonses for MONDAY JULY 16, 2012 numbered 001 - 900 are to report for jury service no later than 8:00 am.",0,0.0,1.0,900.0,2012-07-16T00:00:00Z,Monday,224631945768869889,2012-07-15 22:30:03 +0000
"jurors with summonses for FRIDAY JULY 13, 2012 numbered 8000 - 8600 are to report for jury service no later than 8:00 am.",0,0.0,8000.0,8600.0,2012-07-13T00:00:00Z,Friday,223544784055316480,2012-07-12 22:30:04 +0000
"jurors with summonses for THURSDAY JULY 12, 2012 numbered 6000 - 6700 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,6700.0,2012-07-12T00:00:00Z,Thursday,223182391676649473,2012-07-11 22:30:03 +0000
"jurors with summonses for WEDNESDAY JULY 11, 2012 numbered 4000 - 5700 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,5700.0,2012-07-11T00:00:00Z,Wednesday,222820003777495041,2012-07-10 22:30:03 +0000
"jurors with summonses for TUESDAY JULY 10, 2012 numbered 2000 - 4000 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,4000.0,2012-07-10T00:00:00Z,Tuesday,222457613558886401,2012-07-09 22:30:02 +0000
"jurors with summonses for MONDAY JULY 9, 2012 numbered 1 - 2000 are to report for jury service no later than 8:00 am.",0,0.0,1.0,2000.0,2012-07-09T00:00:00Z,Monday,222095225978503169,2012-07-08 22:30:02 +0000
"jurors with summonses for FRIDAY JULY 6, 2012 numbered 8000 - 9000 are to report for jury service no later than 8:00 am.",0,0.0,8000.0,9000.0,2012-07-06T00:00:00Z,Friday,221008061471535105,2012-07-05 22:30:02 +0000
"jurors with summonses for THURSDAY JULY 5, 2012 numbered 6000 - 6600 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,6600.0,2012-07-05T00:00:00Z,Thursday,220645680010625025,2012-07-04 22:30:04 +0000
"jurors with summonses for THURSDAY JULY 5, 2012 numbered 6000 - 6600 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,6600.0,2012-07-05T00:00:00Z,Thursday,220283286935699458,2012-07-03 22:30:02 +0000
"jurors with summonses for TUESDAY JULY 3, 2012 numbered 2000 - 2600 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,2600.0,2012-07-03T00:00:00Z,Tuesday,219920902916284416,2012-07-02 22:30:03 +0000
"jurors with summonses for MONDAY JULY 2, 2012 numbered 1 - 1000 are to report for jury service no later than 8:00 am.",0,0.0,1.0,1000.0,2012-07-02T00:00:00Z,Monday,219558515231047680,2012-07-01 22:30:03 +0000
"jurors with summonses for FRIDAY JUNE 29, 2012 numbered 8000 - 8600 are to report for jury service no later than 8:00 am.",0,0.0,8000.0,8600.0,2012-06-29T00:00:00Z,Friday,218471347221823488,2012-06-28 22:30:02 +0000
"jurors with summonses for THURSDAY JUNE 28, 2012 numbered 6000 - 7000 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,7000.0,2012-06-28T00:00:00Z,Thursday,218108964464889856,2012-06-27 22:30:04 +0000
"jurors with summonses for WEDNESDAY JUNE 27, 2012 numbered 4000 - 4800 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,4800.0,2012-06-27T00:00:00Z,Wednesday,217746569263448064,2012-06-26 22:30:02 +0000
"jurors with summonses for TUESDAY JUNE 26, 2012 numbered 2000 - 2900 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,2900.0,2012-06-26T00:00:00Z,Tuesday,217384188742082562,2012-06-25 22:30:04 +0000
"jurors with summonses for MONDAY JUNE 25, 2012 numbered 001 - 850 are to report for jury service no later than 8:00 am.",0,0.0,1.0,850.0,2012-06-25T00:00:00Z,Monday,217021798548635648,2012-06-24 22:30:03 +0000
"jurors with summonses for FRIDAY JUNE 22, 2012 numbered 8000 - 8600 are to report for jury service no later than 8:00 am.",0,0.0,8000.0,8600.0,2012-06-22T00:00:00Z,Friday,215934637246119936,2012-06-21 22:30:04 +0000
"jurors with summonses for THURSDAY JUNE 21, 2012 numbered 6000 - 6600 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,6600.0,2012-06-21T00:00:00Z,Thursday,215572249523142656,2012-06-20 22:30:04 +0000
"jurors with summonses for WEDNESDAY JUNE 20, 2012 numbered 4000 - 4700 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,4700.0,2012-06-20T00:00:00Z,Wednesday,215209861682696193,2012-06-19 22:30:04 +0000
"jurors with summonses for TUESDAY JUNE 19, 2012 numbered 2000 - 2700 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,2700.0,2012-06-19T00:00:00Z,Tuesday,214847472386842624,2012-06-18 22:30:03 +0000
"jurors with summonses for MONDAY JUNE 18, 2012 numbered 001 - 600 are to report for jury service no later than 8:00 am.",0,0.0,1.0,600.0,2012-06-18T00:00:00Z,Monday,214485085423026176,2012-06-17 22:30:03 +0000
"jurors with summonses for FRIDAY JUNE 15, 2012 numbered 8000 - 8600 are to report for jury service no later than 8:00 am.",0,0.0,8000.0,8600.0,2012-06-15T00:00:00Z,Friday,213397920697942016,2012-06-14 22:30:03 +0000
"jurors with summonses for THURSDAY JUNE 14, 2012 numbered 6000 - 6600 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,6600.0,2012-06-14T00:00:00Z,Thursday,213035530517090305,2012-06-13 22:30:03 +0000
"jurors with summonses for WEDNESDAY JUNE 13, 2012 numbered 4000 - 4600 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,4600.0,2012-06-13T00:00:00Z,Wednesday,212673157046345728,2012-06-12 22:30:06 +0000
"jurors with summonses for TUESDAY JUNE 12, 2012 numbered 2000 - 2600 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,2600.0,2012-06-12T00:00:00Z,Tuesday,212310755763175426,2012-06-11 22:30:03 +0000
"jurors with summonses for MONDAY JUNE 11, 2012 numbered 1 - 600 are to report for jury service no later than 8:00 am.",0,0.0,1.0,600.0,2012-06-11T00:00:00Z,Monday,211948367620734978,2012-06-10 22:30:03 +0000
"jurors with summonses for FRIDAY JUNE 8, 2012 numbered 8000 - 8800 are to report for jury service no later than 8:00 am.",0,0.0,8000.0,8800.0,2012-06-08T00:00:00Z,Friday,210861205777154048,2012-06-07 22:30:03 +0000
"jurors with summonses for THURSDAY JUNE 7, 2012 numbered 6000 - 6900 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,6900.0,2012-06-07T00:00:00Z,Thursday,210498819236958208,2012-06-06 22:30:04 +0000
"jurors with summonses for WEDNESDAY JUNE 6, 2012 numbered 4000 - 5000 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,5000.0,2012-06-06T00:00:00Z,Wednesday,210136433111990273,2012-06-05 22:30:04 +0000
"jurors with summonses for TUESDAY JUNE 5, 2012 numbered 2000 - 3100 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,3100.0,2012-06-05T00:00:00Z,Tuesday,209774042566234112,2012-06-04 22:30:03 +0000
"jurors with summonses for MONDAY JUNE 4, 2012 numbered 001 - 1300 are to report for jury service no later than 8:00 am.",0,0.0,1.0,1300.0,2012-06-04T00:00:00Z,Monday,209411654096650242,2012-06-03 22:30:03 +0000
"jurors with summonses for FRIDAY JUNE 1, 2012 numbered 8000 - 8600 are to report for jury service no later than 8:00 am.",0,0.0,8000.0,8600.0,2012-06-01T00:00:00Z,Friday,208324489249964032,2012-05-31 22:30:03 +0000
"jurors with summonses for THURSDAY MAY 31, 2012 numbered 6000 - 6700 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,6700.0,2012-05-31T00:00:00Z,Thursday,207962102202253314,2012-05-30 22:30:03 +0000
"jurors with summonses for WEDNESDAY MAY 30, 2012 numbered 4000 - 5000 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,5000.0,2012-05-30T00:00:00Z,Wednesday,207599709634834433,2012-05-29 22:30:02 +0000
"jurors with summonses for TUESDAY MAY 29, 2012 numbered 2000 - 3002 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,3002.0,2012-05-29T00:00:00Z,Tuesday,207237326055800832,2012-05-28 22:30:03 +0000
"jurors with summonses for TUESDAY MAY 29, 2012 numbered 2000 - 3002 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,3002.0,2012-05-29T00:00:00Z,Tuesday,206874935728160768,2012-05-27 22:30:02 +0000
"jurors with summonses for FRIDAY MAY 25, 2012 numbered 8000 - 8600 are to report for jury service no later than 8:00 am.",0,0.0,8000.0,8600.0,2012-05-25T00:00:00Z,Friday,205787770692706304,2012-05-24 22:30:02 +0000
"jurors with summonses for THURSDAY MAY 24, 2012 numbered 6000 - 6800 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,6800.0,2012-05-24T00:00:00Z,Thursday,205425382764191744,2012-05-23 22:30:02 +0000
"jurors with summonses for WEDNESDAY MAY 23, 2012 numbered 4000 - 5000 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,5000.0,2012-05-23T00:00:00Z,Wednesday,205062994361729024,2012-05-22 22:30:02 +0000
"jurors with summonses for TUESDAY MAY 22, 2012 numbered 2000 - 3000 are to report for jury service no later than 8:00 am.",0,0.0,2000.0,3000.0,2012-05-22T00:00:00Z,Tuesday,204700608937201668,2012-05-21 22:30:02 +0000
"jurors with summonses for MONDAY MAY 21, 2012 numbered 001 - 1000 are to report for jury service no later than 8:00 am.",0,0.0,1.0,1000.0,2012-05-21T00:00:00Z,Monday,204338222661238784,2012-05-20 22:30:03 +0000
"jurors with summonses for FRIDAY MAY 18, 2012 numbered 8000 - 8700 are to report for jury service no later than 8:00 am.",0,0.0,8000.0,8700.0,2012-05-18T00:00:00Z,Friday,203251053427306496,2012-05-17 22:30:02 +0000
"jurors with summonses for THURSDAY MAY 17, 2012 numbered 6000 - 7001 are to report for jury service no later than 8:00 am.",0,0.0,6000.0,7001.0,2012-05-17T00:00:00Z,Thursday,202888669076529153,2012-05-16 22:30:02 +0000
"jurors with summonses for WEDNESDAY MAY 16, 2012 numbered 4000 - 5000 are to report for jury service no later than 8:00 am.",0,0.0,4000.0,5000.0,2012-05-16T00:00:00Z,Wednesday,202526277939367936,2012-05-15 22:30:02 +0000
"jurors with summonses for MONDAY MAY 14, 2012 numbered 1 - 1002 are to report for jury service no later than 8:00 am.",0,0.0,1.0,1002.0,2012-05-14T00:00:00Z,Monday,202163895698329602,2012-05-14 22:30:03 +0000
"jurors with summonses for MONDAY MAY 14, 2012 numbered 1 - 1002 are to report for jury service no later than 8:00 am.",0,0.0,1.0,1002.0,2012-05-14T00:00:00Z,Monday,201801507321032704,2012-05-13 22:30:03 +0000
"there are NO JURORS needed for jury service on tomorrow, FRIDAY MAY 11, 2012.",0,0.0,0,0,2012-05-11T00:00:00Z,Friday,200714342331727872,2012-05-10 22:30:02 +0000
"Jurors with summonses numbered 6000 through and including 7000 are to report for jury service on THURSDAY MAY 10, 2012.",0,0.0,6000.0,7000.0,2012-05-10T00:00:00Z,Thursday,200351951190368256,2012-05-09 22:30:02 +0000
"Jurors with summonses numbered 4000 through and including 4700 are to report for jury service on WEDNESDAY MAY 9, 2012.",0,0.0,4000.0,4700.0,2012-05-09T00:00:00Z,Wednesday,199989565052813312,2012-05-08 22:30:02 +0000
"Jurors with summonses numbered 2000 through and including 3000 are to report for jury service on TUESDAY MAY 8, 2012.",0,0.0,2000.0,3000.0,2012-05-08T00:00:00Z,Tuesday,199627179854790656,2012-05-07 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 1002 are to report for jury service on MONDAY MAY 7, 2012.",0,0.0,1.0,1002.0,2012-05-07T00:00:00Z,Monday,199264788507922432,2012-05-06 22:30:02 +0000
"Jurors with summonses numbered 8000 through and including 8700 are to report for jury service on FRIDAY MAY 4, 2012.",0,0.0,8000.0,8700.0,2012-05-04T00:00:00Z,Friday,198177628153315329,2012-05-03 22:30:03 +0000
"Jurors with summonses numbered 6000 through and including 7000 are to report for jury service on THURSDAY MAY 3, 2012.",0,0.0,6000.0,7000.0,2012-05-03T00:00:00Z,Thursday,197815243647361024,2012-05-02 22:30:03 +0000
"Jurors with summonses numbered 4000 through and including 5000 are to report for jury service on WEDNESDAY MAY 2, 2012.",0,0.0,4000.0,5000.0,2012-05-02T00:00:00Z,Wednesday,197452852111736834,2012-05-01 22:30:03 +0000
"Jurors with summonses numbered 2000 through and including 3000 are to report for jury service on TUESDAY MAY 1, 2012.",0,0.0,2000.0,3000.0,2012-05-01T00:00:00Z,Tuesday,197090467307978754,2012-04-30 22:30:03 +0000
"Jurors with summonses numbered 1 through and including 2000 are to report for jury service on MONDAY APRIL 30, 2012.",0,0.0,1.0,2000.0,2012-04-30T00:00:00Z,Monday,196728075491344385,2012-04-29 22:30:02 +0000
"Jurors with summonses numbered 8000 through and including 8600 are to report for jury service on FRIDAY APRIL 27, 2012.",0,0.0,8000.0,8600.0,2012-04-27T00:00:00Z,Friday,195640913651961858,2012-04-26 22:30:03 +0000
"Jurors with summonses numbered 6000 through and including 6700 are to report for jury service on THURSDAY APRIL 26, 2012.",0,0.0,6000.0,6700.0,2012-04-26T00:00:00Z,Thursday,195278525043974145,2012-04-25 22:30:03 +0000
"Jurors with summonses numbered 4000 through and including 5000 are to report for jury service on WEDNESDAY APRIL 25, 2012.",0,0.0,4000.0,5000.0,2012-04-25T00:00:00Z,Wednesday,194916139233574912,2012-04-24 22:30:03 +0000
"Jurors with summonses numbered 2000 through and including 3950 are to report for jury service on TUESDAY APRIL 24, 2012.",0,0.0,2000.0,3950.0,2012-04-24T00:00:00Z,Tuesday,194553750025801729,2012-04-23 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 1400 are to report for jury service on MONDAY APRIL 23, 2012.",0,0.0,1.0,1400.0,2012-04-23T00:00:00Z,Monday,194191364165087235,2012-04-22 22:30:03 +0000
"Jurors with summonses numbered 8000 through and including 9000 are to report for jury service on FRIDAY APRIL 20, 2012.",0,0.0,8000.0,9000.0,2012-04-20T00:00:00Z,Friday,193104197443526657,2012-04-19 22:30:03 +0000
"Jurors with summonses numbered 6000 through and including 7000 are to report for jury service on THURSDAY APRIL 19, 2012.",0,0.0,6000.0,7000.0,2012-04-19T00:00:00Z,Thursday,192741808281894914,2012-04-18 22:30:02 +0000
"Jurors with summonses numbered 4000 through and including 4600 are to report for jury service on WEDNESDAY APRIL 18, 2012.",0,0.0,4000.0,4600.0,2012-04-18T00:00:00Z,Wednesday,192379422442135552,2012-04-17 22:30:03 +0000
"Jurors with summonses numbered 2000 through and including 2600 are to report for jury service on TUESDAY APRIL 17, 2012.",0,0.0,2000.0,2600.0,2012-04-17T00:00:00Z,Tuesday,192017036761759744,2012-04-16 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 800 are to report for jury service on MONDAY APRIL 16, 2012.",0,0.0,1.0,800.0,2012-04-16T00:00:00Z,Monday,191654646182453250,2012-04-15 22:30:03 +0000
"Jurors with summonses numbered 8000 through and including 8800 are to report for jury service on FRIDAY APRIL 13, 2012.",0,0.0,8000.0,8800.0,2012-04-13T00:00:00Z,Friday,190567480664670208,2012-04-12 22:30:02 +0000
"Jurors with summonses numbered 6000 through and including 7000 are to report for jury service on THURSDAY APRIL 12, 2012.",0,0.0,6000.0,7000.0,2012-04-12T00:00:00Z,Thursday,190205094124466176,2012-04-11 22:30:02 +0000
"Jurors with summonses numbered 4000 through and including 5000 are to report for jury service on WEDNESDAY APRIL 11, 2012.",0,0.0,4000.0,5000.0,2012-04-11T00:00:00Z,Wednesday,189842708414730241,2012-04-10 22:30:03 +0000
"Jurors with summonses numbered 2000 through and including 3000 are to report for jury service on TUESDAY APRIL 10, 2012.",0,0.0,2000.0,3000.0,2012-04-10T00:00:00Z,Tuesday,189480319030800385,2012-04-09 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 1000 are to report for jury service on MONDAY APRIL 9, 2012.",0,0.0,1.0,1000.0,2012-04-09T00:00:00Z,Monday,189117932448649218,2012-04-08 22:30:03 +0000
"Jurors with summonses numbered 8000 through and including 9000 are to report for jury service on FRIDAY APRIL 6, 2012.",0,0.0,8000.0,9000.0,2012-04-06T00:00:00Z,Friday,188030765383168002,2012-04-05 22:30:02 +0000
"Jurors with summonses numbered 6000 through and including 7000 are to report for jury service on THURSDAY APRIL 5, 2012.",0,0.0,6000.0,7000.0,2012-04-05T00:00:00Z,Thursday,187668383309893632,2012-04-04 22:30:03 +0000
"Jurors with summonses numbered 4000 through and including 5000 are to report for jury service on WEDNESDAY APRIL 4, 2012.",0,0.0,4000.0,5000.0,2012-04-04T00:00:00Z,Wednesday,187305992755740673,2012-04-03 22:30:03 +0000
"Jurors with summonses numbered 2000 through and including 3000 are to report for jury service on TUESDAY APRIL 3, 2012.",0,0.0,2000.0,3000.0,2012-04-03T00:00:00Z,Tuesday,186943605586411520,2012-04-02 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 999 are to report for jury service on MONDAY APRIL 2, 2012.",0,0.0,1.0,999.0,2012-04-02T00:00:00Z,Monday,186581220719734784,2012-04-01 22:30:04 +0000
"Jurors with summonses numbered 001 through and including 600 are to report for jury service on FRIDAY MARCH 30, 2012.",0,0.0,1.0,600.0,2012-03-30T00:00:00Z,Friday,185494053805228032,2012-03-29 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 999 are to report for jury service on THURSDAY MARCH 29, 2012.",0,0.0,1.0,999.0,2012-03-29T00:00:00Z,Thursday,185131668481392640,2012-03-28 22:30:04 +0000
"Jurors with summonses numbered 001 through and including 999 are to report for jury service on WEDNESDAY MARCH 28, 2012.",0,0.0,1.0,999.0,2012-03-28T00:00:00Z,Wednesday,184769279210688512,2012-03-27 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 700 are to report for jury service on TUESDAY MARCH 27, 2012.",0,0.0,1.0,700.0,2012-03-27T00:00:00Z,Tuesday,184406889772220419,2012-03-26 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 999 are to report for jury service on MONDAY MARCH 26, 2012.",0,0.0,1.0,999.0,2012-03-26T00:00:00Z,Monday,184044497901064192,2012-03-25 22:30:02 +0000
"Jurors with summonses numbered 001 through and including 600 are to report for jury service on FRIDAY MARCH 23, 2012.",0,0.0,1.0,600.0,2012-03-23T00:00:00Z,Friday,182957338821525505,2012-03-22 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 999 are to report for jury service on THURSDAY MARCH 22, 2012.",0,0.0,1.0,999.0,2012-03-22T00:00:00Z,Thursday,182594951438282752,2012-03-21 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 600 are to report for jury service on WEDNESDAY MARCH 21, 2012.",0,0.0,1.0,600.0,2012-03-21T00:00:00Z,Wednesday,182232559416115203,2012-03-20 22:30:02 +0000
"Jurors with summonses numbered 001 through and including 600 are to report for jury service on TUESDAY MARCH 20, 2012.",0,0.0,1.0,600.0,2012-03-20T00:00:00Z,Tuesday,181870174494916608,2012-03-19 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 700 are to report for jury service on MONDAY MARCH 19, 2012.",0,0.0,1.0,700.0,2012-03-19T00:00:00Z,Monday,181507782464385026,2012-03-18 22:30:02 +0000
"Jurors with summonses numbered 001 through and including 750 are to report for jury service on FRIDAY MARCH 16, 2012.",0,0.0,1.0,750.0,2012-03-16T00:00:00Z,Friday,180420624244674561,2012-03-15 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 750 are to report for jury service on THURSDAY MARCH 15, 2012.",0,0.0,1.0,750.0,2012-03-15T00:00:00Z,Thursday,180058236446195714,2012-03-14 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 800 are to report for jury service on WEDNESDAY MARCH 14, 2012.",0,0.0,1.0,800.0,2012-03-14T00:00:00Z,Wednesday,179695845220954112,2012-03-13 22:30:02 +0000
"Jurors with summonses numbered 001 through and including 750 are to report for jury service on TUESDAY MARCH 13, 2012.",0,0.0,1.0,750.0,2012-03-13T00:00:00Z,Tuesday,179333458487820288,2012-03-12 22:30:03 +0000
"Jurors with summonses numbered 001 through and including 900 are to report for jury service on MONDAY MARCH 12, 2012.",0,0.0,1.0,900.0,2012-03-12T00:00:00Z,Monday,178971067501649922,2012-03-11 22:30:02 +0000
"Jurors with summonses numbered 001 through and including 750 are to report for jury service on FRIDAY MARCH 9, 2012.",0,0.0,1.0,750.0,2012-03-09T00:00:00Z,Friday,177899007127982080,2012-03-08 23:30:03 +0000
"Jurors with summonses numbered 001 through and including 750 are to report for jury service on THURSDAY MARCH 8, 2012.",0,0.0,1.0,750.0,2012-03-08T00:00:00Z,Thursday,177536619170119681,2012-03-07 23:30:03 +0000
"Jurors with summonses numbered 001 through and including 750 are to report for jury service on WEDNESDAY MARCH 7, 2012.",0,0.0,1.0,750.0,2012-03-07T00:00:00Z,Wednesday,177174232403427329,2012-03-06 23:30:03 +0000
"Jurors with summonses numbered 001 through and including 700 are to report for jury service on TUESDAY MARCH 6, 2012.",0,0.0,1.0,700.0,2012-03-06T00:00:00Z,Tuesday,176811842688122882,2012-03-05 23:30:02 +0000
"Jurors with summonses numbered 001 through and including 999 are to report for jury service on MONDAY MARCH 5, 2012.",0,0.0,1.0,999.0,2012-03-05T00:00:00Z,Monday,176449456374419457,2012-03-04 23:30:03 +0000
